,word,word_len
33935,Esidrix,7
138418,Eskalith,8
62692,Eskimo,6
24177,Esocidae,8
24179,Esox,4
80152,Espana,6
62469,Esperantido,11
62470,Esperanto,9
78407,Espoo,5
88756,Esq,3
88752,Esquimau,8
88755,Esquire,7
62725,Esselen,7
78343,Essen,5
193721,Essene,6
79021,Essex,5
58532,Esther,6
80018,Esthonia,8
63129,Esthonian,9
80017,Estonia,7
193723,Estonian,8
12818,Estrilda,8
136710,Estronol,8
97823,Ethelbert,9
97824,Ethelred,8
78385,Ethiopia,8
196556,Ethiopian,9
38144,Ethocaine,9
31503,Ethrane,7
31567,Ethril,6
81230,Etna,4
88774,Etonian,7
25417,Etropus,7
78651,Etruria,7
85369,Etruscan,8
135777,Eu,2
19294,Euarctos,8
121570,Euascomycetes,13
11102,Eubacteriales,13
104900,Eubryales,9
118308,Eucarya,7
8493,Eucharist,9
193660,Eucharistic,11
25121,Eucinostomus,12
97829,Euclid,6
19482,Euderma,7
18450,Eudyptes,8
80940,Eugene,6
113369,Eugenia,7
11552,Euglenaceae,11
11550,Euglenophyceae,14
11548,Euglenophyta,12
97832,Euler,5
14461,Eumeces,7
20197,Eumenes,7
83713,Eumenides,9
18707,Eumetopias,10
19505,Eumops,6
121318,Eumycetes,9
121316,Eumycota,8
15077,Eunectes,8
118470,Euonymus,8
109250,Eupatorium,10
13212,Euphagus,8
17629,Euphausiacea,12
120444,Euphorbia,9
120441,Euphorbiaceae,13
23027,Euphractus,10
82002,Euphrates,9
83645,Euphrosyne,10
16771,Euplectella,11
21055,Euproctis,9
85114,Eurafrican,10
82004,Eurasia,7
196223,Eurasian,8
196224,Eurasiatic,10
137341,Eureka,6
97834,Euripides,9
64101,Eurobabble,10
193662,Eurocentric,11
56761,Eurocentrism,12
124755,Eurocurrency,12
127040,Eurodollar,10
14692,Euronithopoda,13
82005,Europa,6
62471,Europan,7
73982,Europe,6
195750,European,8
125494,Europeanisation,15
145340,Europeanise,11
125493,Europeanization,15
145341,Europeanize,11
193663,Europocentric,13
74240,Europol,7
121595,Eurotiales,10
121599,Eurotium,8
21413,Euryale,7
21409,Euryalida,9
84295,Eurydice,8
12849,Eurylaimi,9
12851,Eurylaimidae,12
15492,Eurypterida,11
97835,Eusebius,8
97837,Eustachio,9
112900,Eustoma,7
21883,Eutamias,8
84253,Euterpe,7
16569,Eutheria,8
25015,Euthynnus,9
88785,Evangelist,10
97842,Evans,5
80571,Evansville,10
84422,Eve,3
85568,Evenk,5
84787,Evenki,6
82010,Everest,7
82013,Everglades,10
121281,Evernia,7
97844,Evers,5
97847,Evert,5
63519,Ewe,3
62820,Ewenki,6
112906,Exacum,6
14826,Exaeretodon,11
31633,Excalibur,9
88797,Excellency,10
22147,Exmoor,6
31652,Exocet,6
24084,Exocoetidae,11
21425,Exocycloida,11
58498,Exodus,6
20403,Exopterygota,12
97851,Eyck,4
84866,Eyeish,6
82018,Eyre,4
97854,Eysenck,7
97859,Ezechiel,8
98916,Ezekias,7
97858,Ezekiel,7
79289,Ezo,3
58528,Ezra,4
61967,F,1
73744,FAA,3
32516,FAE,3
74993,FAO,3
58971,FAQ,3
72723,FAR,3
72929,FARC,4
73678,FBI,3
73663,FCC,3
75918,FCS,3
73580,FDA,3
75576,FDIC,4
101902,FDR,3
73578,FEMA,4
31891,FET,3
75928,FHA,3
75579,FHLMC,5
124086,FICA,4
5042,FIFO,4
72862,FIG,3
59560,FISA,4
80470,FL,2
73684,FLETC,5
72884,FLNC,4
57351,FM,2
75582,FNMA,4
88974,FO,2
62525,FORTRAN,7
31881,FOTS,4
75324,FPS,3
78315,FRG,3
75314,FRS,3
75938,FSB,3
136685,FSH,3
75318,FTC,3
75655,FTO,3
60439,FTP,3
73706,FWS,3
106721,Fabaceae,8
97861,Faberge,7
88846,Fabian,6
120283,Fabiana,7
56901,Fabianism,9
79511,Faeroes,7
63100,Faeroese,8
83640,Fafnir,6
112528,Fagaceae,8
112526,Fagales,7
84486,Fagin,5
116608,Fagopyrum,9
112531,Fagus,5
97863,Fahd,4
97865,Fahrenheit,10
97871,Fairbanks,9
97873,Faisal,6
79725,Faisalabad,10
105717,Falcatifolium,13
13660,Falco,5
13657,Falconidae,10
13589,Falconiformes,13
97899,Falkner,7
67747,Fall,4
97875,Falla,5
97877,Fallot,6
84487,Falstaff,8
196249,Falstaffian,11
63472,Fang,4
97879,Faraday,7
80911,Fargo,5
97881,Farmer,6
80809,Farmington,10
79514,Faroes,6
63099,Faroese,7
97888,Farragut,8
97890,Farrell,7
63295,Farsi,5
16944,Fasciola,8
16942,Fasciolidae,11
16948,Fasciolopsis,12
72684,Fatah,5
83701,Fate,4
83709,Fates,5
84002,Father,6
84004,Fatherhood,10
58753,Fatiha,6
58754,Fatihah,7
97894,Fatima,6
97895,Fatimah,7
97896,Faulkner,8
88927,Fauntleroy,10
84267,Faunus,6
84490,Faust,5
197106,Faustian,8
84491,Faustus,7
88929,Fauve,5
97901,Fawkes,6
80381,Fayetteville,12
135830,Fe,2
140863,Feb,3
140862,February,8
97903,Fechner,7
75313,Fed,3
91797,Federal,7
88937,Federalist,10
97905,Feifer,6
37604,Feldene,7
109268,Felicia,7
19135,Felidae,7
19139,Felis,5
85263,Fellata,7
77988,Fengtien,8
63111,Fennic,6
84400,Fenrir,6
31848,Fentanyl,8
20252,Fenusa,6
31850,Feosol,6
97907,Ferber,6
31851,Fergon,6
97916,Fermat,6
97918,Fermi,5
107911,Ferocactus,10
79673,Fes,3
110905,Festuca,7
97920,Feynman,7
79672,Fez,3
114236,Ficus,5
97923,Fiedler,7
97925,Fielding,8
97927,Fields,6
78396,Fiji,4
196569,Fijian,6
78393,Fijis,5
17034,Filariidae,10
122652,Filicales,9
122650,Filicinae,9
122648,Filicopsida,11
85461,Filipino,8
97930,Fillmore,8
10957,Filoviridae,11
73686,FinCEN,6
78399,Finland,7
85268,Finn,4
97933,Finnbogadottir,14
63112,Finnic,6
63133,Finnish,7
78635,Firenze,7
111872,Firmiana,8
97935,Firth,5
97943,Fischer,7
85726,Fish,4
18751,Fissipedia,10
17189,Fissurella,10
17187,Fissurellidae,13
11975,Fistularia,10
11973,Fistulariidae,13
121820,Fistulina,9
121818,Fistulinaceae,13
97945,Fitzgerald,10
113940,Flacourtia,10
113937,Flacourtiaceae,14
11659,Flagellata,10
80370,Flagstaff,9
35816,Flagyl,6
97952,Flaminius,9
121554,Flammulina,10
78886,Flanders,8
97954,Flaubert,8
10963,Flaviviridae,12
137701,Flaxedil,8
97956,Fleming,7
63073,Flemish,7
97962,Fletcher,8
30269,Flexeril,8
97964,Flinders,8
117833,Flindersia,10
82048,Flint,5
10563,Flodden,7
140509,Floreal,7
78636,Florence,8
195220,Florentine,10
97967,Florey,6
80467,Florida,7
85597,Floridian,9
97970,Florio,6
97972,Flory,5
135780,Fm,2
120723,Foeniculum,10
121824,Fomes,5
83738,Fomor,5
83739,Fomorian,8
97976,Fonda,5
97978,Fontanne,8
10566,Fontenoy,8
97980,Fonteyn,7
11422,Foraminifera,12
97992,Ford,4
70214,Fordhooks,9
97998,Forester,8
20911,Forficula,9
20909,Forficulidae,12
20279,Formica,7
12925,Formicariidae,13
12929,Formicarius,11
20256,Formicidae,10
78008,Formosa,7
197010,Formosan,8
82072,Fornax,6
84356,Forseti,7
28703,Fortaz,6
84304,Fortuna,7
118027,Fortunella,10
25792,Fosamax,7
98001,Fosbury,7
19345,Fossa,5
98004,Foster,6
98007,Foucault,8
113987,Fouquieria,10
113984,Fouquieriaceae,14
98012,Fourier,7
98015,Fowler,6
62589,Fox,3
135786,Fr,2
116971,Fragaria,8
98021,Fragonard,9
79349,France,6
196573,Franciscan,10
11190,Francisella,11
98040,Franck,6
98044,Franco,6
119048,Francoa,7
89196,Francophil,10
89195,Francophile,11
89197,Francophobe,11
85125,Frank,5
84493,Frankenstein,12
78346,Frankfort,9
78345,Frankfurt,9
193795,Frankish,8
98049,Franklin,8
20898,Frankliniella,13
112910,Frasera,7
18335,Fratercula,10
89203,Frau,4
113024,Fraxinus,8
98051,Frazer,6
80650,Frederick,9
10570,Fredericksburg,14
78718,Fredericton,11
89223,Freemason,9
74461,Freemasonry,11
79902,Freetown,8
18394,Fregata,7
18392,Fregatidae,10
98068,Fremont,7
111881,Fremontia,9
111879,Fremontodendron,15
63206,French,6
145347,Frenchify,9
85297,Frenchman,9
85298,Frenchwoman,11
98073,Fresnel,7
80400,Fresno,6
98075,Freud,5
196286,Freudian,8
84357,Frey,4
84359,Freya,5
84360,Freyja,6
84358,Freyr,5
140385,Fri,3
98077,Frick,5
140384,Friday,6
98079,Friedan,7
98082,Friedman,8
85058,Friend,6
22416,Friesian,8
79498,Friesland,9
84361,Frigg,5
84362,Frigga,6
140504,Frimaire,8
12630,Fringilla,9
12627,Fringillidae,12
32493,Frisbee,7
98084,Frisch,6
79500,Frisia,6
85218,Frisian,7
114802,Fritillaria,11
63231,Friuli,6
63230,Friulian,8
98092,Frobisher,9
98094,Froebel,7
107656,Froelichia,10
98097,Frost,5
196287,Frostian,8
140513,Fructidor,9
80117,Frunze,6
98100,Fry,3
98105,Frye,4
11523,Fucaceae,8
11519,Fucales,7
98108,Fuchs,5
81233,Fuego,5
98111,Fuentes,7
98113,Fugard,6
26639,Fugo,4
81234,Fuji,4
81237,Fujinoyama,10
81236,Fujiyama,8
62847,Fukien,6
62848,Fukkianese,10
79318,Fukuoka,7
63509,Ful,3
63508,Fula,4
85262,Fulah,5
63510,Fulani,6
85264,Fulbe,5
98115,Fulbright,9
20734,Fulgoridae,10
17972,Fulica,6
98118,Fuller,6
18484,Fulmarus,8
98122,Fulton,6
33083,Fulvicin,8
108638,Fumaria,7
108635,Fumariaceae,11
78814,Funafuti,8
11884,Fundulus,8
121309,Fungi,5
16867,Fungia,6
98124,Funk,4
114874,Funka,5
114870,Funkaceae,9
72808,Fuqra,5
12920,Furnariidae,11
12922,Furnarius,9
98126,Furnivall,9
83712,Fury,4
118310,Fusanus,7
121846,Fuscoboletinus,14
61968,G,1
80497,GA,2
73762,GAAP,4
135515,GABA,4
133570,GAD,3
73894,GAO,3
74995,GATT,4
78958,GB,2
2471,GCA,3
139370,GD,2
123629,GDP,3
32638,GHB,3
29547,GHQ,3
139097,GHRF,4
141481,GHz,3
72715,GIA,3
60372,GIGO,4
140060,GMT,3
123625,GNP,3
74708,GOP,3
89353,GP,2
65784,GPA,3
75379,GPO,3
32874,GPS,3
72756,GRAPO,5
75322,GSA,3
72943,GSPC,4
7083,GSR,3
78801,GU,2
59630,GUI,3
135792,Ga,2
98128,Gable,5
79443,Gabon,5
85312,Gabonese,8
98131,Gabor,5
98133,Gaboriau,8
78912,Gaborone,8
84031,Gabriel,7
79445,Gabun,5
85010,Gadaba,6
101629,Gaddafi,7
23752,Gadidae,7
23746,Gadiformes,10
80348,Gadsden,7
23754,Gadus,5
84212,Gaea,4
85121,Gael,4
195676,Gaelic,6
80257,Gafsa,5
98135,Gagarin,7
84213,Gaia,4
80474,Gainesville,11
98138,Gainsborough,12
98235,Gaiseric,8
96808,Gaius,5
98140,Galahad,7
82078,Galan,5
78379,Galapagos,9
84169,Galatea,7
77775,Galatia,7
85124,Galatian,8
58611,Galatians,9
98142,Galbraith,9
16156,Galbulidae,10
115685,Galega,6
98145,Galen,5
12346,Galeocerdo,10
119591,Galeopsis,9
12350,Galeorhinus,11
81239,Galeras,7
80181,Galicia,7
63221,Galician,8
89289,Galilaean,9
193802,Galilean,8
78507,Galilee,7
98146,Galileo,7
117420,Galium,6
98148,Gallaudet,9
21086,Galleria,8
79348,Gallia,6
71937,Galliano,8
196575,Gallic,6
64142,Gallicism,9
15499,Galliformes,11
18136,Gallinago,9
17949,Gallinula,9
17934,Gallirallus,11
22415,Galloway,8
80810,Gallup,6
15513,Gallus,6
98150,Galois,6
98152,Galsworthy,10
98154,Galton,6
98157,Galvani,7
81017,Galveston,9
79064,Galway,6
195822,Galwegian,9
14402,Gambelia,8
79448,Gambia,6
196576,Gambian,7
11916,Gambusia,8
97339,Gamma,5
98159,Gamow,5
83880,Ganapati,8
78903,Gand,4
98164,Gandhi,6
196288,Gandhian,8
83878,Ganesa,6
83877,Ganesh,6
83879,Ganesha,7
82085,Ganges,6
25132,Ganoidei,8
77952,Gansu,5
41158,Gantanol,8
41162,Gantrisin,9
82089,Ganymede,8
32827,Garamycin,9
32657,Garand,6
98168,Garbo,5
113794,Garcinia,8
98174,Gardiner,8
98176,Gardner,7
98180,Garfield,8
98185,Garibaldi,9
81019,Garland,7
98189,Garnier,7
82090,Garonne,7
98191,Garrick,7
98193,Garrison,8
13281,Garrulinae,10
13284,Garrulus,8
83881,Garuda,6
80573,Gary,4
79418,Gascogne,8
79419,Gascony,7
82092,Gasherbrum,10
98195,Gaskell,7
96904,Gaspar,6
121700,Gasteromycetes,14
19957,Gasterophilidae,15
19959,Gasterophilus,13
17114,Gasteropoda,11
11978,Gasterosteidae,14
11982,Gasterosteus,12
121782,Gastroboletus,13
121776,Gastrocybe,10
121702,Gastromycetes,13
14144,Gastrophryne,12
17112,Gastropoda,10
98198,Gates,5
63293,Gathic,6
98201,Gatling,7
98203,Gaudi,5
98207,Gauguin,7
196289,Gauguinesque,12
85301,Gaul,4
112216,Gaultheria,10
83882,Gauri,5
98209,Gauss,5
196251,Gaussian,8
83944,Gautama,7
18350,Gavia,5
14640,Gavialidae,10
14642,Gavialis,8
18348,Gavidae,7
18345,Gaviiformes,11
98212,Gawain,6
112233,Gaylussacia,11
78510,Gaza,4
22614,Gazella,7
126737,Gb,2
141484,Gc,2
135789,Gd,2
79781,Gdansk,6
135795,Ge,2
121750,Geastraceae,11
121753,Geastrum,8
83763,Geb,3
121223,Geglossaceae,12
52624,Gehenna,7
98216,Gehrig,6
98219,Geiger,6
98221,Geisel,6
14350,Gekkonidae,10
21145,Gelechia,8
21141,Gelechiidae,11
115184,Gelsemium,9
58757,Gemara,6
85707,Gemini,6
35792,Gemonil,7
24937,Gempylidae,10
24940,Gempylus,8
58496,Genesis,7
98228,Genet,5
19349,Genetta,7
80222,Geneva,6
80223,Geneve,6
80224,Genf,4
115694,Genista,7
78600,Genoa,5
195782,Genoese,7
78601,Genova,6
195783,Genovese,8
98234,Genseric,8
78902,Gent,4
112921,Gentiana,8
112885,Gentianaceae,12
112883,Gentianales,11
112944,Gentianella,11
112954,Gentianopsis,12
85053,Gentile,7
24653,Genyonemus,10
14310,Geochelone,10
15937,Geococcyx,9
115711,Geoffroea,9
123330,Geoglossaceae,13
123332,Geoglossum,10
21062,Geometridae,11
21797,Geomyidae,9
21799,Geomys,6
15462,Geophilidae,11
15460,Geophilomorpha,14
15464,Geophilus,9
98243,George,6
79477,Georgetown,10
80494,Georgia,7
196581,Georgian,8
13155,Geothlypis,10
98246,Geraint,7
117675,Geraniaceae,11
117673,Geraniales,10
109292,Gerbera,7
21684,Gerbillinae,11
21686,Gerbillus,9
109298,Gerea,5
195671,German,6
195679,Germanic,8
3389,Germanism,9
78312,Germany,7
140508,Germinal,8
98248,Geronimo,8
25112,Gerreidae,9
25117,Gerres,6
14518,Gerrhonotus,11
25114,Gerridae,8
20540,Gerrididae,10
20547,Gerris,6
98249,Gershwin,8
83641,Geryon,6
98253,Gesell,6
98256,Gesner,6
119403,Gesneriaceae,12
74258,Gestapo,7
10572,Gettysburg,10
116986,Geum,4
79453,Ghana,5
196584,Ghanaian,8
196585,Ghanese,7
85671,Ghanian,7
62986,Gheg,4
78904,Ghent,5
126738,Gi,2
98258,Giacometti,10
98260,Gibbon,6
98262,Gibbs,5
80185,Gibraltar,9
196587,Gibraltarian,12
98264,Gibran,6
98271,Gibson,6
63414,Gidar,5
98274,Gide,4
98277,Gielgud,7
11631,Gigartinaceae,13
63473,Gikuyu,6
82101,Gila,4
98287,Gilbert,7
196588,Gilbertian,10
98292,Gilgamesh,9
83859,Gilgamish,9
98293,Gillespie,9
98296,Gillette,8
98298,Gilman,6
98300,Gilmer,6
12293,Ginglymostoma,13
105829,Ginkgoaceae,11
105827,Ginkgoales,10
105826,Ginkgophyta,11
105824,Ginkgophytina,13
105822,Ginkgopsida,11
98303,Ginsberg,8
98305,Giotto,6
89664,Gipsy,5
22828,Giraffa,7
22826,Giraffidae,10
98307,Girard,6
98309,Giraudoux,9
78632,Girgenti,8
63474,Giriama,7
89406,Girondist,9
83811,Girru,5
98312,Gish,4
58483,Gita,4
79130,Giza,4
98314,Gjellerup,9
98316,Gladstone,9
18223,Glareola,8
18221,Glareolidae,11
98319,Glaser,6
79080,Glasgow,7
85673,Glaswegian,10
108585,Glaucium,8
21892,Glaucomys,9
110545,Glaux,5
119596,Glechoma,8
115304,Gleditsia,9
122658,Gleichenia,10
122656,Gleicheniaceae,14
98322,Glendower,9
32868,Glengarry,9
98324,Glenn,5
98327,Glinka,6
21783,Gliridae,8
21786,Glis,4
18626,Globicephala,12
11426,Globigerinidae,14
19928,Glossinidae,11
110259,Glossodia,9
15891,Glossopsitta,12
79007,Gloucester,10
79022,Gloucestershire,15
98330,Gluck,5
35767,Glucophage,10
32872,Glucotrol,9
110915,Glyceria,8
115718,Glycine,7
115731,Glycyrrhiza,11
109302,Gnaphalium,10
12212,Gnathostomata,13
105030,Gnetaceae,9
105028,Gnetales,8
105027,Gnetophyta,10
105025,Gnetophytina,12
105023,Gnetopsida,10
89427,Gnostic,7
56915,Gnosticism,10
79175,Goa,3
77721,Goat,4
81193,Gobi,4
25095,Gobiesocidae,12
25097,Gobiesox,8
24905,Gobiidae,8
11841,Gobio,5
83986,God,3
98332,Godard,6
98334,Goddard,7
98336,Godel,5
83988,Godhead,7
98338,Godiva,6
66264,Godspeed,8
98340,Godunov,7
98343,Goebbels,8
98407,Goering,7
78308,Goeteborg,9
98346,Goethals,8
98348,Goethe,6
196290,Goethean,8
196291,Goethian,8
103147,Gogh,4
98350,Gogol,5
63169,Goidelic,8
78512,Golan,5
32908,Golconda,8
98352,Goldberg,8
98355,Golding,7
98358,Goldman,7
98360,Goldmark,8
98363,Goldoni,7
98365,Goldsmith,9
98367,Goldwyn,7
98370,Golgi,5
78525,Golgotha,8
98372,Goliath,7
78044,Goma,4
98373,Gombrowicz,10
80013,Gomel,5
78522,Gomorrah,8
78523,Gomorrha,8
98375,Gompers,7
23573,Gomphotheriidae,15
23575,Gomphotherium,13
107659,Gomphrena,9
98377,Goncourt,8
85011,Gond,4
63366,Gondi,5
82109,Gondwanaland,12
98383,Gongora,7
89486,Gongorist,9
123355,Goniopteris,11
98385,Gonne,5
23840,Gonorhynchidae,14
23842,Gonorhynchus,12
98387,Goodall,7
111514,Goodenia,8
111511,Goodeniaceae,12
98389,Goodman,7
98393,Goodyear,8
110263,Goodyera,8
84495,Goofy,5
14313,Gopherus,8
98395,Gorbachev,9
188094,Gordian,7
98398,Gordimer,8
98400,Gordius,7
98401,Gore,4
98404,Gorgas,6
83642,Gorgon,6
16846,Gorgonacea,10
16848,Gorgoniacea,11
21418,Gorgonocephalus,15
98406,Goring,6
98413,Gorki,5
79975,Gorkiy,6
98411,Gorky,5
82112,Gosainthan,10
58695,Gospel,6
58696,Gospels,7
111593,Gossypium,9
78307,Goteborg,8
89503,Goth,4
78309,Gothenburg,10
196593,Gothic,6
58000,Gotterdammerung,15
71413,Gouda,5
98417,Gould,5
98421,Gounod,6
98423,Goya,4
83643,Grace,5
95926,Gracie,6
21136,Gracilariidae,13
21137,Gracillariidae,14
13259,Gracula,7
197095,Graecophile,11
197096,Graecophilic,12
98429,Graf,4
98432,Graham,6
98437,Grahame,7
98439,Grainger,8
98443,Gram,4
110635,Graminaceae,11
110631,Graminales,10
110633,Gramineae,9
110267,Grammatophyllum,15
80165,Granada,7
10574,Granicus,8
98453,Grant,5
58477,Granth,6
98458,Grappelli,9
119210,Graptophyllum,13
98460,Grass,5
98463,Graves,6
98470,Gray,4
78857,Graz,4
196158,Grecian,7
97770,Greco,5
78415,Greece,6
63320,Greek,5
98472,Greeley,7
88720,Green,5
98476,Greenberg,9
98478,Greene,6
78694,Greenland,9
72760,Greenpeace,10
80902,Greensboro,10
80903,Greenville,10
78975,Greenwich,9
11726,Gregarinida,11
196600,Gregorian,9
98481,Gregory,7
79458,Grenada,7
85674,Grenadian,9
79372,Grenoble,8
98495,Gresham,7
98497,Gretzky,7
111968,Grewia,6
98499,Grey,4
113315,Grias,5
98506,Grieg,5
98509,Griffith,8
98515,Grimm,5
109308,Grindelia,9
98518,Gris,4
120848,Griselinia,10
116808,Groenlandia,11
98520,Gromyko,7
78695,Gronland,8
98523,Gropius,7
119117,Grossulariaceae,15
100396,Groucho,7
98525,Groves,6
79956,Grozny,6
79957,Groznyy,7
17906,Gruidae,7
17904,Gruiformes,10
46102,Grundyism,9
17909,Grus,4
71431,Gruyere,7
20364,Gryllidae,9
78110,Guadalajara,11
10576,Guadalcanal,11
78169,Guadeloupe,10
118130,Guaiacum,8
83141,Guaira,6
81241,Guallatiri,10
78800,Guam,4
77945,Guangdong,9
77948,Guangzhou,9
78168,Guantanamo,10
62680,Guarani,7
98527,Guarneri,8
98529,Guarnerius,10
98528,Guarnieri,9
78062,Guatemala,9
196603,Guatemalan,10
78375,Guayaquil,9
98539,Guenevere,9
22419,Guernsey,8
98540,Guest,5
98535,Guevara,7
112014,Guevina,7
98543,Guggenheim,10
79473,Guiana,6
79461,Guinea,6
85675,Guinean,7
98538,Guinevere,9
71757,Guinness,8
79176,Gujarat,7
85025,Gujarati,8
79182,Gujerat,7
63268,Gujerati,8
83812,Gula,4
84496,Gulliver,8
22947,Gulo,4
80302,Gulu,4
74692,Guomindang,10
63505,Gur,3
85432,Gurkha,6
89649,Guru,4
98552,Gustavus,8
98556,Gutenberg,9
98559,Guthrie,7
109317,Gutierrezia,11
113765,Guttiferae,10
113721,Guttiferales,12
33185,Guy,3
79474,Guyana,6
196605,Guyanese,8
83740,Gwydion,7
83741,Gwyn,4
98562,Gwynn,5
110269,Gymnadenia,10
110275,Gymnadeniopsis,14
74873,Gymnasium,9
24886,Gymnelis,8
107914,Gymnocalycium,13
122971,Gymnocarpium,12
115311,Gymnocladus,11
13775,Gymnogyps,9
121141,Gymnomycota,11
14168,Gymnophiona,11
122002,Gymnopilus,10
13328,Gymnorhina,10
105017,Gymnospermae,12
105019,Gymnospermophyta,16
121916,Gymnosporangium,15
12435,Gymnura,7
98564,Gynne,5
109333,Gynura,6
13739,Gypaetus,8
13734,Gyps,4
107464,Gypsophila,10
63253,Gypsy,5
19767,Gyrinidae,9
98563,Gywn,4
61969,H,1
129263,HA,2
31172,HAART,5
135354,HAZMAT,6
135561,HCFC,4
136688,HCG,3
138124,HDL,3
57321,HDTV,4
47633,HF,2
138161,HFC,3
73657,HHS,3
80512,HI,2
131801,HIV,3
124407,HMO,3
135558,HN,2
58885,HND,3
126764,HP,2
33499,HQ,2
5361,HRT,3
61594,HTML,4
60443,HTTP,4
72769,HUA,3
73668,HUD,3
72765,HUJI,4
72767,HUM,3
109339,Haastia,7
58575,Habacuc,7
58574,Habakkuk,8
110277,Habenaria,9
98572,Haber,5
73823,Habsburg,8
83974,Hachiman,8
119296,Hackelia,8
140049,Hadean,6
84283,Hades,5
52982,Hadith,6
98574,Hadrian,7
14699,Hadrosauridae,13
98577,Haeckel,7
114466,Haemanthus,10
20038,Haematobia,10
18200,Haematopodidae,14
18202,Haematopus,10
115319,Haematoxylon,12
115317,Haematoxylum,12
113122,Haemodoraceae,13
113126,Haemodorum,10
17097,Haemopis,8
11738,Haemoproteidae,14
11741,Haemoproteus,12
11729,Haemosporidia,13
24523,Haemulidae,10
24526,Haemulon,8
58687,Haftarah,8
58686,Haftorah,8
58762,Hagada,6
75273,Haganah,7
80651,Hagerstown,10
58761,Haggada,7
58760,Haggadah,8
98579,Haggai,6
98581,Haggard,7
58690,Hagiographa,11
98584,Hahn,4
62594,Haida,5
78537,Haifa,5
81154,Haiphong,8
78173,Haiti,5
196607,Haitian,7
112033,Hakea,5
62382,Hakenkreuz,10
57763,Hakham,6
62852,Hakka,5
58765,Halacha,7
58764,Halaka,6
58763,Halakah,7
84869,Halchidhoma,11
42363,Halcion,7
15988,Halcyon,7
98589,Haldane,7
15000,Haldea,6
33261,Haldol,6
98602,Hale,4
112968,Halenia,7
118852,Halesia,7
98608,Halevy,6
98613,Haley,5
13704,Haliaeetus,10
24775,Halicoeres,10
20158,Halictidae,10
78732,Halifax,7
115742,Halimodendron,13
17118,Haliotidae,10
17120,Haliotis,8
98625,Hall,4
78347,Halle,5
63803,Hallel,6
98628,Halley,6
140651,Halloween,9
140705,Hallowmas,9
140706,Hallowmass,10
105723,Halocarpus,10
113307,Haloragaceae,12
113305,Haloragidaceae,14
89718,Ham,3
113145,Hamamelidaceae,14
113135,Hamamelidae,11
113139,Hamamelidanthum,15
113141,Hamamelidoxylon,15
113148,Hamamelis,9
113143,Hamamelites,11
89719,Haman,5
72761,Hamas,5
78349,Hamburg,7
98638,Hamilton,8
17222,Haminoea,8
63454,Hamitic,7
84497,Hamlet,6
98641,Hammarskjold,12
98644,Hammerstein,11
98647,Hammett,7
98650,Hammurabi,9
98651,Hammurapi,9
79023,Hampshire,9
98652,Hampton,7
98654,Hamsun,6
73818,Han,3
98657,Hancock,7
65937,Handel,6
196292,Handelian,9
98662,Handy,5
77977,Hangchow,8
77976,Hangzhou,8
62871,Hani,4
98665,Hanks,5
98668,Hannibal,8
78350,Hannover,8
140761,Hannukah,8
81150,Hanoi,5
73820,Hanover,7
98669,Hanoverian,10
59111,Hansard,7
140760,Hanukah,7
140759,Hanukkah,8
83883,Hanuman,7
58689,Haphtarah,9
58688,Haphtorah,9
109344,Haplopappus,11
11761,Haplosporidia,13
73824,Hapsburg,8
81182,Harare,6
115747,Hardenbergia,12
98670,Harding,7
98676,Hardy,5
73375,Haredi,6
98689,Harefoot,8
79917,Hargeisa,8
98678,Hargreaves,10
95201,Harijan,7
80844,Harlem,6
98680,Harlow,6
98683,Harmsworth,10
13692,Harpia,6
100402,Harpo,5
83649,Harpy,5
98692,Harriman,8
98698,Harris,6
80955,Harrisburg,10
107916,Harrisia,8
98708,Harrison,8
98724,Harrod,6
98729,Hart,4
98731,Harte,5
80442,Hartford,8
98733,Hartley,7
33423,Harvard,7
98737,Harvey,6
98739,Hasdrubal,9
98740,Hasek,5
89754,Hasid,5
193847,Hasidic,7
73346,Hasidim,7
56977,Hasidism,8
98742,Hassam,6
98745,Hassel,6
89755,Hassid,6
193848,Hassidic,8
73347,Hassidim,8
56978,Hassidism,9
58767,Hastinapura,11
79028,Hastings,8
98749,Hathaway,8
107918,Hatiora,7
80726,Hattiesburg,11
85438,Hausa,5
85439,Haussa,6
78163,Havana,6
62740,Havasupai,9
98751,Havel,5
80520,Hawaii,6
62943,Hawaiian,8
98753,Hawking,7
98758,Hawkins,7
98759,Hawkyns,7
98762,Haworth,7
98764,Hawthorne,9
80077,Hayastan,8
65938,Haydn,5
98769,Hayek,5
98775,Hayes,5
98777,Hays,4
78172,Hayti,5
98782,Haywood,7
109351,Hazardia,8
98785,Hazlitt,7
139105,Hb,2
135804,He,2
98787,Hearst,6
52594,Heaven,6
98789,Heaviside,9
98791,Hebbel,6
84215,Hebe,4
77955,Hebei,5
196348,Hebraic,7
196349,Hebraical,9
73342,Hebraism,8
89818,Hebraist,8
63436,Hebrew,6
58640,Hebrews,7
193853,Hebridean,9
79081,Hebrides,8
84219,Hecate,6
98794,Hecht,5
84498,Hector,6
119605,Hedeoma,7
107324,Hedera,6
79889,Hedjaz,6
115751,Hedysarum,9
98796,Hegel,5
196293,Hegelian,8
291,Hegira,6
98798,Heidegger,9
84364,Heimdal,7
84363,Heimdall,8
84365,Heimdallr,9
98800,Heinlein,8
98803,Heinz,5
98805,Heisenberg,10
